"","sm_code","publication_year","type","count","n_cits"
"389",3,1936,"journal-article",12,1
"390",3,1937,"journal-article",19,0
"391",3,1938,"journal-article",20,1
"392",3,1939,"journal-article",10,0
"393",3,1940,"journal-article",1,0
"394",3,1941,"journal-article",3,0
"395",3,1942,"journal-article",3,1
"396",3,1943,"journal-article",2,0
"397",3,1945,"journal-article",4,10
"398",3,1946,"journal-article",2,27
"399",3,1947,"journal-article",7,53
"400",3,1948,"journal-article",7,9
"401",3,1949,"journal-article",9,8
"402",3,1950,"journal-article",34,99
"403",3,1951,"journal-article",28,87
"404",3,1952,"journal-article",40,89
"405",3,1953,"journal-article",32,85
"406",3,1954,"journal-article",47,126
"407",3,1955,"journal-article",46,160
"408",3,1956,"journal-article",30,127
"409",3,1957,"journal-article",65,190
"410",3,1958,"journal-article",36,126
"411",3,1959,"journal-article",45,255
"412",3,1960,"journal-article",40,226
"413",3,1961,"journal-article",54,479
"414",3,1962,"journal-article",28,100
"415",3,1963,"journal-article",29,164
"416",3,1964,"journal-article",36,184
"417",3,1965,"journal-article",79,186
"418",3,1966,"journal-article",91,384
"419",3,1967,"journal-article",46,369
"420",3,1968,"journal-article",57,500
"421",3,1969,"book",1,0
"422",3,1969,"book-chapter",5,0
"423",3,1969,"journal-article",71,392
"424",3,1970,"journal-article",70,587
"425",3,1971,"book-chapter",3,0
"426",3,1971,"journal-article",74,1627
"427",3,1972,"journal-article",94,996
"428",3,1973,"journal-article",140,891
"429",3,1974,"journal-article",109,976
"430",3,1975,"journal-article",101,511
"431",3,1976,"journal-article",102,902
"432",3,1977,"journal-article",112,890
"433",3,1978,"journal-article",214,1224
"434",3,1979,"book-chapter",4,1
"435",3,1979,"journal-article",195,1110
"436",3,1980,"journal-article",193,993
"437",3,1981,"journal-article",176,1150
"438",3,1981,"posted-content",1,1
"439",3,1982,"journal-article",174,1388
"440",3,1983,"journal-article",228,1765
"441",3,1984,"book-chapter",2,0
"442",3,1984,"journal-article",235,1563
"443",3,1985,"journal-article",216,3066
"444",3,1986,"journal-article",189,1126
"445",3,1987,"journal-article",177,1475
"446",3,1987,"posted-content",1,0
"447",3,1988,"book",1,0
"448",3,1988,"book-chapter",1,0
"449",3,1988,"journal-article",183,1691
"450",3,1989,"journal-article",187,1339
"451",3,1990,"journal-article",309,1830
"452",3,1991,"journal-article",257,1961
"453",3,1992,"book-chapter",4,0
"454",3,1992,"journal-article",214,3559
"455",3,1993,"journal-article",250,1805
"456",3,1994,"book-chapter",1,0
"457",3,1994,"journal-article",311,2272
"458",3,1995,"book-chapter",1,0
"459",3,1995,"journal-article",234,1895
"460",3,1996,"journal-article",264,1943
"461",3,1997,"journal-article",353,1991
"462",3,1998,"journal-article",473,2653
"463",3,1999,"journal-article",551,3188
"464",3,2000,"journal-article",690,4206
"465",3,2001,"book-chapter",3,0
"466",3,2001,"journal-article",772,4220
"467",3,2002,"journal-article",764,3574
"468",3,2003,"journal-article",813,3487
"469",3,2004,"journal-article",888,3544
"470",3,2005,"book-chapter",8,1
"471",3,2005,"journal-article",981,3643
"472",3,2006,"book-chapter",4,0
"473",3,2006,"journal-article",1228,4102
"474",3,2007,"book-chapter",3,0
"475",3,2007,"journal-article",977,3798
"476",3,2008,"journal-article",943,3325
"477",3,2009,"book",1,0
"478",3,2009,"book-chapter",1,0
"479",3,2009,"journal-article",1038,3026
"480",3,2010,"book",1,0
"481",3,2010,"book-chapter",4,0
"482",3,2010,"journal",1,0
"483",3,2010,"journal-article",1110,4063
"484",3,2011,"book-chapter",17,3
"485",3,2011,"journal-article",1225,4022
"486",3,2012,"book-chapter",2,0
"487",3,2012,"journal-article",998,3047
"488",3,2013,"book-chapter",1,0
"489",3,2013,"journal",2,0
"490",3,2013,"journal-article",1004,2319
"491",3,2014,"journal-article",991,2285
"492",3,2015,"journal-article",957,2146
"493",3,2016,"book-chapter",2,0
"494",3,2016,"journal-article",813,1447
"495",3,2017,"journal-article",709,1168
"496",3,2018,"journal-article",670,1501
"497",3,2019,"journal-article",510,526
"498",3,2020,"book-chapter",9,1
"499",3,2020,"journal",1,0
"500",3,2020,"journal-article",805,385
"501",3,2021,"journal",3,0
"502",3,2021,"journal-article",946,113
"503",3,2021,"posted-content",2,0
"504",3,2021,NA,63,1
"505",3,2022,"journal-article",209,26
"506",3,NA,"journal-article",5,0
"507",4,1898,"journal-article",8,0
"508",4,1899,"journal-article",5,0
"509",4,1900,"journal-article",8,0
"510",4,1901,"journal-article",20,0
"511",4,1902,"journal-article",14,0
"512",4,1903,"journal-article",18,0
"513",4,1904,"journal-article",23,1
"514",4,1905,"journal-article",20,0
"515",4,1906,"journal-article",26,2
"516",4,1907,"journal-article",25,0
"517",4,1908,"journal-article",21,2
"518",4,1909,"journal-article",30,1
"519",4,1910,"journal-article",31,0
"520",4,1911,"journal-article",32,3
"521",4,1912,"journal-article",32,0
"522",4,1913,"journal-article",19,0
"523",4,1914,"journal-article",12,0
"524",4,1915,"journal-article",17,0
"525",4,1916,"journal-article",13,0
"526",4,1917,"journal-article",14,0
"527",4,1918,"journal-article",12,2
"528",4,1919,"journal-article",15,0
"529",4,1920,"journal-article",8,0
"530",4,1921,"journal-article",16,1
"531",4,1922,"journal-article",15,0
"532",4,1923,"journal-article",18,0
"533",4,1924,"journal-article",16,0
"534",4,1925,"journal-article",20,0
"535",4,1926,"journal-article",9,0
"536",4,1927,"journal-article",10,0
"537",4,1928,"journal-article",11,0
"538",4,1929,"journal-article",10,0
"539",4,1930,"journal-article",11,1
"540",4,1931,"journal-article",9,0
"541",4,1932,"journal-article",7,5
"542",4,1933,"journal-article",10,27
"543",4,1934,"journal-article",13,13
"544",4,1935,"journal-article",20,74
"545",4,1936,"journal-article",14,65
"546",4,1937,"journal-article",21,39
"547",4,1938,"journal-article",23,125
"548",4,1939,"journal-article",20,43
"549",4,1940,"journal-article",25,46
"550",4,1941,"journal-article",25,144
"551",4,1942,"journal-article",24,115
"552",4,1943,"journal-article",40,184
"553",4,1944,"journal-article",28,167
"554",4,1945,"journal-article",31,163
"555",4,1946,"journal-article",43,313
"556",4,1947,"journal-article",30,287
"557",4,1948,"book-chapter",2,1
"558",4,1948,"journal-article",30,99
"559",4,1949,"book-chapter",2,0
"560",4,1949,"journal-article",62,160
"561",4,1950,"journal-article",95,406
"562",4,1951,"journal-article",81,353
"563",4,1952,"journal-article",82,237
"564",4,1953,"book-chapter",2,0
"565",4,1953,"journal-article",113,147
"566",4,1954,"journal-article",117,277
"567",4,1955,"book-chapter",1,0
"568",4,1955,"journal-article",98,129
"569",4,1956,"journal-article",97,200
"570",4,1957,"book-chapter",3,0
"571",4,1957,"journal-article",86,397
"572",4,1958,"book-chapter",2,0
"573",4,1958,"journal-article",90,614
"574",4,1959,"journal-article",107,1123
"575",4,1960,"book-chapter",1,0
"576",4,1960,"journal-article",104,166
"577",4,1961,"book-chapter",3,0
"578",4,1961,"journal-article",78,320
"579",4,1962,"journal-article",85,177
"580",4,1963,"book-chapter",1,1
"581",4,1963,"journal-article",86,280
"582",4,1964,"journal-article",61,187
"583",4,1965,"journal-article",76,1204
"584",4,1966,"journal-article",100,465
"585",4,1967,"journal-article",94,518
"586",4,1968,"book-chapter",1,0
"587",4,1968,"journal-article",109,345
"588",4,1969,"journal-article",170,1309
"589",4,1970,"journal-article",213,1528
"590",4,1971,"journal-article",184,1111
"591",4,1972,"journal-article",167,522
"592",4,1973,"book-chapter",1,0
"593",4,1973,"journal-article",138,622
"594",4,1974,"journal-article",132,1281
"595",4,1975,"book-chapter",1,0
"596",4,1975,"journal-article",164,865
"597",4,1976,"book-chapter",1,0
"598",4,1976,"journal-article",171,855
"599",4,1977,"book-chapter",1,0
"600",4,1977,"journal-article",210,1391
"601",4,1978,"journal-article",219,827
"602",4,1979,"book-chapter",1,2
"603",4,1979,"journal-article",267,738
"604",4,1980,"journal-article",377,2955
"605",4,1981,"book-chapter",2,0
"606",4,1981,"journal-article",321,3284
"607",4,1982,"book-chapter",11,0
"608",4,1982,"journal-article",362,3011
"609",4,1983,"journal-article",460,2680
"610",4,1984,"journal-article",714,4513
"611",4,1985,"journal-article",733,4412
"612",4,1986,"journal-article",728,4977
"613",4,1987,"journal-article",710,4539
"614",4,1988,"book-chapter",2,1
"615",4,1988,"journal-article",836,5263
"616",4,1989,"book-chapter",4,0
"617",4,1989,"journal-article",808,6291
"618",4,1990,"book-chapter",1,0
"619",4,1990,"journal-article",1104,11644
"620",4,1991,"book",1,0
"621",4,1991,"book-chapter",4,0
"622",4,1991,"journal-article",976,9461
"623",4,1992,"book-chapter",2,0
"624",4,1992,"journal-article",1043,10176
"625",4,1993,"journal-article",1046,12557
"626",4,1994,"journal-article",943,8090
"627",4,1995,"journal-article",987,7934
"628",4,1996,"journal-article",1234,11033
"629",4,1997,"journal-article",1193,5078
"630",4,1997,NA,6,0
"631",4,1998,"book-chapter",2,0
"632",4,1998,"journal-article",1286,5491
"633",4,1998,NA,11,0
"634",4,1999,"book-chapter",2,0
"635",4,1999,"journal-article",1168,4998
"636",4,2000,"book-chapter",10,0
"637",4,2000,"journal-article",1248,5652
"638",4,2001,"book",1,0
"639",4,2001,"book-chapter",4,0
"640",4,2001,"journal-article",1033,5236
"641",4,2002,"book-chapter",10,1
"642",4,2002,"journal-article",1204,4792
"643",4,2002,"other",2,0
"644",4,2003,"book-chapter",5,0
"645",4,2003,"journal-article",1545,4254
"646",4,2004,"book-chapter",18,2
"647",4,2004,"journal-article",1619,4365
"648",4,2005,"book-chapter",25,0
"649",4,2005,"journal-article",1453,4133
"650",4,2006,"book",1,0
"651",4,2006,"book-chapter",12,2
"652",4,2006,"journal-article",2070,4713
"653",4,2006,"other",1,0
"654",4,2007,"book-chapter",29,2
"655",4,2007,"journal-article",2254,4436
"656",4,2008,"book-chapter",10,0
"657",4,2008,"journal-article",2324,4089
"658",4,2008,"other",1,0
"659",4,2009,"book-chapter",2,0
"660",4,2009,"journal-article",2672,4883
"661",4,2010,"book-chapter",1,1
"662",4,2010,"journal-article",2715,4529
"663",4,2011,"journal-article",2194,3175
"664",4,2012,"book-chapter",1,0
"665",4,2012,"journal-article",2748,6309
"666",4,2013,"book-chapter",2,0
"667",4,2013,"journal",3,0
"668",4,2013,"journal-article",3388,6313
"669",4,2014,"book",1,0
"670",4,2014,"book-chapter",4,0
"671",4,2014,"journal-article",2703,3846
"672",4,2015,"book-chapter",2,0
"673",4,2015,"journal-article",2010,3292
"674",4,2016,"book-chapter",3,1
"675",4,2016,"journal-article",3617,2374
"676",4,2017,"book-chapter",1,0
"677",4,2017,"journal-article",3458,1543
"678",4,2018,"book-chapter",2,2
"679",4,2018,"journal-article",897,969
"680",4,2019,"journal-article",1156,510
"681",4,2020,"book-chapter",2,0
"682",4,2020,"journal-article",1324,364
"683",4,2020,"journal-issue",1,0
"684",4,2020,NA,1,1
"685",4,2021,"book",2,0
"686",4,2021,"book-chapter",5,0
"687",4,2021,"journal",9,0
"688",4,2021,"journal-article",2716,617
"689",4,2021,"journal-issue",2,0
"690",4,2021,"other",3,0
"691",4,2021,NA,239,35
"692",4,2022,"journal-article",992,150
"693",4,2022,"other",4,0
"694",4,NA,"journal-article",18,0
"695",4,NA,NA,1,0
"696",5,1820,"journal-article",2,0
"697",5,1829,"journal-article",1,0
"698",5,1830,"journal-article",1,0
"699",5,1836,"journal-article",1,0
"700",5,1839,"journal-article",1,0
"701",5,1840,"journal-article",6,0
"702",5,1841,"journal-article",2,0
"703",5,1842,"journal-article",10,0
"704",5,1843,"journal-article",10,0
"705",5,1844,"journal-article",4,0
"706",5,1853,"journal-article",6,0
"707",5,1857,"journal-article",15,0
"708",5,1858,"journal-article",89,0
"709",5,1858,NA,31,0
"710",5,1859,"journal-article",8,0
"711",5,1860,"journal-article",71,0
"712",5,1860,NA,32,0
"713",5,1861,"journal-article",63,0
"714",5,1861,NA,26,3
"715",5,1862,"journal-article",45,0
"716",5,1862,NA,44,2
"717",5,1863,"journal-article",56,0
"718",5,1863,NA,47,8
"719",5,1864,"journal-article",67,0
"720",5,1864,NA,30,0
"721",5,1865,"journal-article",13,0
"722",5,1866,"journal-article",8,0
"723",5,1867,"journal-article",54,0
"724",5,1867,NA,41,1
"725",5,1868,"journal-article",6,0
"726",5,1869,"journal-article",6,0
"727",5,1870,"journal-article",62,0
"728",5,1870,NA,44,0
"729",5,1871,"journal-article",6,0
"730",5,1880,"journal-article",8,1
"731",5,1881,"journal-article",19,18
"732",5,1883,"journal-article",5,0
"733",5,1884,"journal-article",8,0
"734",5,1885,"journal-article",2,0
"735",5,1886,"journal-article",12,17
"736",5,1887,"journal-article",9,6
"737",5,1889,"journal-article",12,0
"738",5,1890,"journal-article",8,1
"739",5,1892,"journal-article",5,0
"740",5,1893,"journal-article",4,0
"741",5,1894,"journal-article",17,0
"742",5,1895,"journal-article",21,0
"743",5,1896,"journal-article",23,0
"744",5,1897,"journal-article",16,0
"745",5,1898,"journal-article",7,0
"746",5,1899,"journal-article",13,0
"747",5,1900,"journal-article",10,0
"748",5,1901,"journal-article",14,0
"749",5,1902,"journal-article",23,0
"750",5,1903,"journal-article",8,0
"751",5,1904,"journal-article",5,0
"752",5,1905,"journal-article",19,96
"753",5,1906,"journal-article",24,0
"754",5,1907,"journal-article",13,2
"755",5,1908,"journal-article",14,0
"756",5,1909,"journal-article",22,0
"757",5,1910,"journal-article",47,6
"758",5,2001,NA,1,143
"759",5,1911,"journal-article",25,11
"760",5,1912,"journal-article",27,3
"761",5,1913,"journal-article",26,5
"762",5,1914,"journal-article",36,4
"763",5,1915,"journal-article",16,22
"764",5,1916,"journal-article",40,11
"765",5,1917,"journal-article",19,10
"766",5,1918,"journal-article",32,99
"767",5,1919,"journal-article",15,21
"768",5,1920,"journal-article",42,18
"769",5,1921,"journal-article",37,120
"770",5,1922,"journal-article",21,16
"771",5,1923,"journal-article",19,47
"772",5,1924,"journal-article",23,150
"773",5,1925,"journal-article",16,2
"774",5,1926,"journal-article",35,36
"775",5,1927,"journal-article",49,39
"776",5,1928,"journal-article",57,51
"777",5,1929,"journal-article",32,60
"778",5,1930,"journal-article",27,146
"779",5,1931,"journal-article",69,202
"780",5,1932,"journal-article",39,77
"781",5,1933,"journal-article",68,239
"782",5,1934,"journal-article",56,161
"783",5,1935,"journal-article",85,224
"784",5,1936,"journal-article",66,193
"785",5,1937,"journal-article",83,209
"786",5,1938,"journal-article",49,111
"787",5,1939,"journal-article",58,120
"788",5,1940,"journal-article",240,666
"789",5,1941,"journal-article",38,1573
"790",5,1942,"journal-article",67,116
"791",5,1943,"journal-article",32,377
"792",5,1944,"journal-article",46,402
"793",5,1945,"journal-article",69,228
"794",5,1946,"journal-article",55,361
"795",5,1947,"journal-article",66,366
"796",5,1948,"journal-article",65,172
"797",5,1949,"journal-article",75,490
"798",5,1950,"journal-article",303,557
"799",5,1951,"journal-article",96,479
"800",5,1952,"journal-article",64,672
"801",5,1953,"journal-article",59,196
"802",5,1954,"journal-article",84,657
"803",5,1955,"journal-article",144,718
"804",5,1956,"journal-article",123,1126
"805",5,1957,"journal-article",147,572
"806",5,1958,"journal-article",172,317
"807",5,1959,"journal-article",174,1145
"808",5,1960,"journal-article",506,1855
"809",5,1961,"journal-article",114,863
"810",5,1962,"journal-article",139,915
"811",5,1963,"journal-article",168,1059
"812",5,1964,"journal-article",131,1514
"813",5,1965,"journal-article",142,1548
"814",5,1966,"journal-article",156,1701
"815",5,1967,"journal-article",188,1272
"816",5,1967,"other",1,0
"817",5,1968,"journal-article",190,1802
"818",5,1969,"journal-article",179,1236
"819",5,1970,"journal-article",648,3479
"820",5,1971,"journal-article",221,2031
"821",5,1971,"other",2,0
"822",5,1972,"journal-article",202,1634
"823",5,1972,"other",1,0
"824",5,1973,"journal-article",268,2694
"825",5,1973,"other",3,0
"826",5,1974,"journal-article",311,2320
"827",5,1975,"journal-article",282,2294
"828",5,1976,"journal-article",279,3159
"829",5,1976,"other",1,0
"830",5,1977,"journal-article",267,2410
"831",5,1977,"other",2,0
"832",5,1978,"journal-article",284,2800
"833",5,1978,"other",1,0
"834",5,1979,"journal-article",331,2829
"835",5,1979,"other",2,0
"836",5,1980,"journal-article",872,7098
"837",5,1981,"journal-article",396,3429
"838",5,1981,"other",1,0
"839",5,1982,"journal-article",381,4122
"840",5,1983,"journal-article",551,5828
"841",5,1983,"other",2,0
"842",5,1984,"journal-article",816,7671
"843",5,1985,"journal-article",682,6154
"844",5,1985,"other",1,0
"845",5,1986,"journal-article",799,7316
"846",5,1986,"other",2,0
"847",5,1987,"journal-article",737,6951
"848",5,1987,"other",2,0
"849",5,1988,"journal-article",887,7999
"850",5,1989,"journal-article",909,8108
"851",5,1989,"other",1,0
"852",5,1990,"journal-article",1231,10852
"853",5,1991,"journal-article",1154,9414
"854",5,1992,"journal-article",1167,7821
"855",5,1993,"journal-article",1163,8577
"856",5,1994,"journal-article",1219,9512
"857",5,1994,"other",1,0
"858",5,1995,"journal-article",1121,8525
"859",5,1996,"journal-article",1338,9883
"860",5,1996,"other",2,0
"861",5,1996,"posted-content",1,6
"862",5,1997,"journal-article",1337,11307
"863",5,1998,"journal-article",1384,14460
"864",5,1999,"journal-article",1378,11833
"865",5,2000,"journal-article",2521,15728
"866",5,2000,NA,1,24
"867",5,2001,"journal-article",1512,14878
"868",5,2002,"journal-article",1514,11978
"869",5,2003,"journal-article",1627,15174
"870",5,2004,"journal-article",1673,12204
"871",5,2004,NA,1,107
"872",5,2005,"journal-article",1824,11017
"873",5,2005,NA,1,441
"874",5,2006,"journal-article",1834,9802
"875",5,2007,"journal-article",2523,12279
"876",5,2008,"journal-article",2020,7508
"877",5,2008,"posted-content",3,0
"878",5,2009,"journal-article",3030,9420
"879",5,2009,"posted-content",3,0
"880",5,2010,"journal-article",2663,7336
"881",5,2011,"journal-article",1556,5287
"882",5,2012,"journal-article",1536,3104
"883",5,2013,"journal",1,0
"884",5,2013,"journal-article",1303,2829
"885",5,2013,NA,11,0
"886",5,2014,"journal",1,0
"887",5,2014,"journal-article",1284,1862
"888",5,2014,"other",1,0
"889",5,2015,"journal-article",1228,1806
"890",5,2016,"journal-article",628,947
"891",5,2017,"journal-article",818,1051
"892",5,2018,"journal-article",907,645
"893",5,2018,"proceedings-series",1,0
"894",5,2019,"journal-article",544,416
"895",5,2019,"journal-issue",1,0
"896",5,2019,NA,5,27
"897",5,2020,"journal-article",415,122
"898",5,2020,NA,12,13
"899",5,2021,"journal",8,0
"900",5,2021,"journal-article",831,86
"901",5,2021,"journal-issue",6,4
"902",5,2021,"posted-content",1,0
"903",5,2021,"proceedings-article",1,0
"904",5,2021,NA,76,10
"905",5,2022,"journal-article",99,30
"906",5,NA,"journal-article",6,0
"907",6,1905,"journal-article",1,8
"908",6,1930,"journal-article",12,1
"909",6,1931,"journal-article",3,24
"910",6,1933,"journal-article",1,0
"911",6,1940,"journal-article",30,8
"912",6,1942,"journal-article",1,0
"913",6,1943,"journal-article",1,1
"914",6,1945,"journal-article",8,0
"915",6,1946,"journal-article",27,0
"916",6,1947,"journal-article",38,10
"917",6,1948,"journal-article",40,3
"918",6,1949,"journal-article",38,4
"919",6,1950,"journal-article",58,30
"920",6,1951,"journal-article",68,36
"921",6,1952,"journal-article",79,44
"922",6,1953,"journal-article",89,40
"923",6,1954,"journal-article",63,132
"924",6,1955,"journal-article",81,104
"925",6,1956,"journal-article",71,151
"926",6,1957,"journal-article",58,117
"927",6,1958,"journal-article",64,199
"928",6,1959,"journal-article",102,351
"929",6,1960,"journal-article",123,204
"930",6,1961,"journal-article",95,327
"931",6,1962,"journal-article",96,234
"932",6,1963,"journal-article",83,197
"933",6,1964,"journal-article",115,404
"934",6,1965,"journal-article",125,14849
"935",6,1966,"journal-article",91,503
"936",6,1967,"journal-article",85,494
"937",6,1968,"journal-article",115,789
"938",6,1969,"journal-article",123,672
"939",6,1970,"journal-article",365,1046
"940",6,1971,"journal-article",186,1168
"941",6,1972,"journal-article",197,1318
"942",6,1973,"journal-article",180,838
"943",6,1974,"journal-article",209,1850
"944",6,1975,"journal-article",186,1190
"945",6,1976,"journal-article",183,1353
"946",6,1977,"journal-article",209,4228
"947",6,1978,"journal-article",201,1293
"948",6,1979,"journal-article",245,1830
"949",6,1980,"journal-article",769,4133
"950",6,1981,"journal-article",187,1423
"951",6,1982,"journal-article",212,1710
"952",6,1983,"journal-article",369,3182
"953",6,1984,"journal-article",526,5411
"954",6,1985,"journal-article",489,5706
"955",6,1986,"journal-article",585,7566
"956",6,1987,"journal-article",606,8575
"957",6,1988,"journal-article",407,4831
"958",6,1989,"journal-article",568,5872
"959",6,1990,"journal-article",433,3208
"960",6,1991,"journal-article",957,3654
"961",6,1992,"journal-article",255,3079
"962",6,1993,"journal-article",1080,3407
"963",6,1994,"journal-article",279,3144
"964",6,1995,"journal-article",247,4100
"965",6,1996,"journal-article",226,2968
"966",6,1997,"journal-article",251,2874
"967",6,1998,"journal-article",334,4563
"968",6,1999,"journal-article",266,4438
"969",6,2000,"journal-article",351,3758
"970",6,2001,"journal-article",233,3809
"971",6,2002,"journal-article",236,4149
"972",6,2003,"journal-article",264,2571
"973",6,2004,"journal-article",289,2977
"974",6,2005,"journal-article",352,3931
"975",6,2006,"journal-article",362,5414
"976",6,2007,"journal-article",288,3138
"977",6,2008,"journal-article",320,2890
"978",6,2009,"journal-article",432,3369
"979",6,2010,"journal",1,0
"980",6,2010,"journal-article",654,3783
"981",6,2011,"journal-article",335,1137
"982",6,2012,"journal-article",265,998
"983",6,2013,"journal-article",272,875
"984",6,2014,"journal-article",244,753
"985",6,2015,"journal-article",188,451
"986",6,2016,"journal-article",256,257
"987",6,2017,"journal-article",128,79
"988",6,2018,"journal-article",22,64
"989",6,2019,"journal-article",27,8
"990",6,2020,"journal-article",77,12
"991",6,2021,"journal",1,0
"992",6,2021,"journal-article",108,3
"993",6,2021,NA,9,0
"994",6,2022,"journal-article",43,16
"995",7,1800,"journal-article",1,0
"996",7,1858,"journal-article",3,0
"997",7,1866,"journal-article",3,0
"998",7,1868,"journal-article",4,0
"999",7,1872,"journal-article",1,0
"1000",7,1873,"journal-article",1,0
"1001",7,1883,"journal-article",1,0
"1002",7,1913,"journal-article",2,2
"1003",7,1914,"journal-article",1,0
"1004",7,1915,"journal-article",1,0
"1005",7,1916,"journal-article",7,6
"1006",7,1917,"journal-article",7,23
"1007",7,1918,"journal-article",8,6
"1008",7,1919,"journal-article",9,9
"1009",7,1920,"journal-article",24,13
"1010",7,1921,"journal-article",13,3
"1011",7,1922,"journal-article",8,0
"1012",7,1923,"journal-article",9,7
"1013",7,1924,"journal-article",4,1
"1014",7,1925,"journal-article",19,15
"1015",7,1926,"journal-article",19,11
"1016",7,1927,"journal-article",44,37
"1017",7,1928,"journal-article",37,26
"1018",7,1929,"journal-article",40,9
"1019",7,1930,"journal-article",99,58
"1020",7,1931,"journal-article",76,234
"1021",7,1932,"journal-article",143,155
"1022",7,1933,"journal-article",140,148
"1023",7,1934,"journal-article",119,184
"1024",7,1935,"journal-article",107,231
"1025",7,1936,"journal-article",107,109
"1026",7,1937,"journal-article",112,285
"1027",7,1938,"journal-article",181,230
"1028",7,1939,"journal-article",209,351
"1029",7,1940,"journal-article",577,702
"1030",7,1941,"journal-article",194,316
"1031",7,1942,"journal-article",191,236
"1032",7,1943,"journal-article",161,188
"1033",7,1944,"journal-article",149,246
"1034",7,1945,"journal-article",217,367
"1035",7,1946,"journal-article",570,1510
"1036",7,1947,"journal-article",870,1145
"1037",7,1948,"journal-article",860,922
"1038",7,1949,"journal-article",427,710
"1039",7,1950,"journal-article",942,1394
"1040",7,1951,"journal-article",612,1268
"1041",7,1952,"journal-article",478,1848
"1042",7,1953,"journal-article",495,2376
"1043",7,1954,"journal-article",590,2805
"1044",7,1955,"journal-article",562,2865
"1045",7,1956,"journal-article",643,2867
"1046",7,1957,"journal-article",683,4272
"1047",7,1958,"journal-article",720,3495
"1048",7,1959,"journal-article",664,2953
"1049",7,1960,"journal-article",1389,5333
"1050",7,1961,"journal-article",822,4327
"1051",7,1962,"journal-article",894,4657
"1052",7,1963,"journal-article",1006,5037
"1053",7,1964,"journal-article",1013,5578
"1054",7,1965,"journal-article",1737,6754
"1055",7,1966,"journal-article",1988,6602
"1056",7,1967,"journal-article",2027,5775
"1057",7,1968,"journal-article",2257,8417
"1058",7,1969,"journal-article",2391,9001
"1059",7,1970,"journal-article",2798,11988
"1060",7,1971,"journal-article",2406,12016
"1061",7,1972,"journal-article",2235,12468
"1062",7,1973,"journal-article",2337,12594
"1063",7,1974,"journal-article",1968,11565
"1064",7,1975,"journal-article",2422,16282
"1065",7,1976,"journal-article",2346,15471
"1066",7,1977,"journal-article",2455,19916
"1067",7,1978,"journal-article",2361,19311
"1068",7,1979,"journal-article",2310,17684
"1069",7,1980,"journal-article",2874,23373
"1070",7,1981,"journal-article",2145,22310
"1071",7,1982,"journal-article",2209,24518
"1072",7,1983,"journal-article",2309,25523
"1073",7,1984,"journal-article",2359,26085
"1074",7,1985,"journal-article",2214,27595
"1075",7,1986,"journal-article",2446,29919
"1076",7,1987,"journal-article",2426,27836
"1077",7,1988,"journal-article",2565,29761
"1078",7,1989,"journal-article",2750,28913
"1079",7,1990,"journal-article",4412,39655
"1080",7,1991,"journal-article",2859,30871
"1081",7,1992,"journal-article",2925,32782
"1082",7,1993,"journal-article",2850,32231
"1083",7,1994,"journal-article",2822,27261
"1084",8,2013,NA,13,0
"1085",7,1995,"journal-article",2817,28400
"1086",7,1996,"journal-article",3251,34356
"1087",7,1997,"journal-article",2992,35058
"1088",7,1998,"journal-article",3622,36925
"1089",7,1999,"book-chapter",1,0
"1090",7,1999,"journal-article",3191,33621
"1091",7,2000,"journal-article",3122,14297
"1092",7,2001,"journal-article",2465,12678
"1093",7,2002,"journal-article",2885,14064
"1094",7,2003,"journal-article",2997,13914
"1095",7,2004,"journal-article",3331,15544
"1096",7,2005,"journal-article",2867,11856
"1097",7,2006,"journal-article",2978,14019
"1098",7,2007,"journal-article",3255,14906
"1099",7,2008,"journal-article",3468,14302
"1100",7,2009,"journal-article",3967,16507
"1101",7,2010,"journal-article",4100,14820
"1102",7,2011,"journal-article",3289,12788
"1103",7,2012,"journal-article",2945,9497
"1104",7,2013,"journal-article",2986,8471
"1105",7,2014,"journal-article",2505,6234
"1106",7,2015,"journal-article",2750,6446
"1107",7,2016,"journal-article",1998,4257
"1108",7,2017,"journal-article",1441,2786
"1109",7,2018,"journal-article",1315,2085
"1110",7,2019,"journal-article",1099,1001
"1111",7,2020,"journal-article",1282,481
"1112",7,2020,"posted-content",1,0
"1113",7,2020,NA,1,0
"1114",7,2021,"journal",10,0
"1115",7,2021,"journal-article",2649,149
"1116",7,2021,"journal-issue",3,0
"1117",7,2021,"other",4,0
"1118",7,2021,"posted-content",135,0
"1119",7,2021,"proceedings-article",16,0
"1120",7,2021,NA,39,0
"1121",7,2022,"journal-article",604,22
"1122",7,2022,"other",2,0
"1123",7,2022,"posted-content",11,0
"1124",7,NA,"journal-article",221,0
"1125",8,1945,"journal-article",1,0
"1126",8,1947,"journal-article",1,0
"1127",8,1948,"journal-article",1,0
"1128",8,1949,"journal-article",1,0
"1129",8,1950,"journal-article",3,11
"1130",8,1952,"journal-article",1,0
"1131",8,1953,"journal-article",2,0
"1132",8,1955,"journal-article",4,0
"1133",8,1956,"journal-article",5,15
"1134",8,1957,"journal-article",1,0
"1135",8,1958,"journal-article",7,0
"1136",8,1959,"journal-article",4,0
"1137",8,1960,"journal-article",6,0
"1138",8,1961,"journal-article",6,0
"1139",8,1962,"journal-article",9,135
"1140",8,1963,"journal-article",4,0
"1141",8,1964,"journal-article",10,0
"1142",8,1965,"journal-article",8,6
